Created,Likes,Sentiment,Like Score,NLTK_Compound,Blob Score
2020-09-22,5237.388888888889,0.6666666666666666,2745.6111111111113,0.19349,0.6885866165110933
2020-09-25,7909.0,0.625,6033.0,0.09836333333333333,0.6936704659543721
2020-09-30,3544.777777777778,0.7777777777777778,3005.222222222222,0.05956333333333332,0.663462021364931
2020-10-05,3793.0588235294117,0.5294117647058824,3573.4117647058824,0.13848,0.7139541250693753
2020-10-09,3357.3684210526317,0.5789473684210527,3183.7894736842104,0.07092999999999999,0.6953299907988083
2020-10-14,4894.529411764706,0.7647058823529411,3838.4117647058824,0.13700333333333334,0.720697933677488
2020-10-20,5836.555555555556,0.4444444444444444,5346.333333333333,0.05605333333333333,0.6762386398282387
2020-10-24,5293.5,0.42857142857142855,4712.071428571428,0.17681333333333335,0.7074872443446663
2020-10-29,8503.25,0.7,8009.15,0.17974999999999994,0.7371989097911218
2020-11-04,4289.470588235294,0.29411764705882354,3638.4117647058824,0.2427866666666667,0.6996613278720539
2020-11-09,2210.190476190476,0.8095238095238095,2110.190476190476,0.016356666666666672,0.6605013449151163
2020-11-12,2053.6,0.4666666666666667,1545.3333333333333,0.03794666666666666,0.7086982042702282
2020-11-17,3339.25,0.8,3182.15,0.13378000000000004,0.7104844554208232
2020-11-20,3199.5,0.3333333333333333,2426.3333333333335,0.13891333333333333,0.7067553179306995
2020-11-25,1667.7272727272727,0.18181818181818182,1072.090909090909,0.22376999999999997,0.7154366375958061
2020-11-30,880.6111111111111,0.8888888888888888,826.2777777777778,0.039160000000000014,0.6266455274216985
2020-12-03,5558.25,0.8333333333333334,4496.916666666667,0.14126999999999998,0.6908220331579946
2020-12-08,5819.736842105263,0.6842105263157895,5401.421052631579,0.12761666666666666,0.7160898145663249
2020-12-10,1904.375,0.875,1902.75,0.03775,0.7072044289017668
2020-12-15,396.55555555555554,0.3333333333333333,-93.33333333333333,0.20045666666666667,0.7145715522103859
2020-12-18,2037.857142857143,0.8095238095238095,1246.5238095238096,0.18319,0.7306368872779021
2020-12-22,7045.6875,0.5,6049.5625,0.06644666666666668,0.6188547077157863
2020-12-26,468.0,0.7894736842105263,465.57894736842104,0.4396333333333333,0.7581594232394745
2020-12-30,2487.3076923076924,0.6923076923076923,2036.5384615384614,0.10974,0.7469060245050254
2021-01-04,2980.681818181818,0.36363636363636365,1383.409090909091,0.03421666666666666,0.7035328924125991
2021-01-06,4612.333333333333,0.7333333333333333,4443.266666666666,0.16394666666666666,0.7221288198056163
2021-01-08,4503.466666666666,0.8666666666666667,3660.5333333333333,0.2462166666666667,0.7326813551632845
2021-01-12,2497.35,-0.1,-882.75,0.14744666666666667,0.6627384814633708
2021-01-14,2239.72,0.12,463.32,0.14193666666666668,0.7379500056599195
2021-01-16,1280.5,1.0,1280.5,0.11751,0.6475594874672231
