Created,Likes,Sentiment,Like Score,NLTK_Compound,Blob Score
2020-09-21,8484.777777777777,0.3333333333333333,-2659.222222222222,-0.01277222222222222,0.7453625974680835
2020-09-22,10590.333333333334,0.3333333333333333,-6604.333333333333,-0.04547499999999999,0.7048811962318992
2020-09-25,5236.578947368421,0.7894736842105263,61.526315789473685,0.08919666666666666,0.7203806440740336
2020-09-30,5204.8,0.7333333333333333,-1533.2,0.06449666666666669,0.6918867341443224
2020-10-05,5390.777777777777,0.8888888888888888,-7.333333333333333,0.10669333333333332,0.6885292511160427
2020-10-09,2016.7,0.8,1727.9,0.10387666666666666,0.7068031913189116
2020-10-14,2757.0434782608695,0.4782608695652174,2280.0,0.2382533333333333,0.6721766454617101
2020-10-20,5210.047619047619,0.8095238095238095,579.2857142857143,0.06162,0.6828681353782395
2020-10-24,3996.3333333333335,0.5555555555555556,-2152.0,0.20497666666666664,0.7260236800466798
2020-10-29,4078.190476190476,1.0,4078.190476190476,0.13200333333333333,0.6652995499955947
2020-11-04,2905.8888888888887,0.7777777777777778,2798.0,0.10595666666666667,0.7220066695765602
2020-11-09,4379.454545454545,1.0,4379.454545454545,0.18266333333333332,0.673685651286031
2020-11-12,4613.333333333333,0.8666666666666667,4200.8,0.17796666666666666,0.7035213129799742
2020-11-17,3249.5,0.875,3240.875,0.10524666666666667,0.6359097308928686
2020-11-20,4207.190476190476,0.6190476190476191,2541.5714285714284,0.001360000000000013,0.7414595679430995
2020-11-25,1231.7058823529412,0.8823529411764706,1227.235294117647,-0.0067566666666666565,0.691101800807829
2020-11-30,3365.5,0.4444444444444444,486.6111111111111,0.06238666666666665,0.7041995975162385
2020-12-03,3988.75,0.6,3806.05,0.11610333333333335,0.6984125564568303
2020-12-08,2905.133333333333,1.0,2905.133333333333,0.011103333333333328,0.6976804914950132
2020-12-10,4744.117647058823,0.7647058823529411,-1294.3529411764705,0.2832,0.7108939542504568
2020-12-15,1202.9444444444443,0.8888888888888888,1159.7222222222222,0.15321333333333334,0.6706428316026768
2020-12-18,1122.0,1.0,1122.0,0.2115,0.6890099894351721
2020-12-22,3564.7727272727275,0.8181818181818182,3287.409090909091,-0.007009999999999998,0.6367726097177869
2020-12-25,1430.5,1.0,1430.5,0.085925,0.7196216032810245
2020-12-26,2910.705882352941,1.0,2910.705882352941,0.3681115384615384,0.7444697160903478
2020-12-30,1734.7142857142858,1.0,1734.7142857142858,0.14081333333333332,0.7055001305928693
2021-01-04,2712.35,0.7,1411.15,0.1155566666666667,0.6270076791820786
2021-01-06,3489.0526315789475,1.0,3489.0526315789475,0.14092333333333332,0.7264619462711831
2021-01-08,5206.789473684211,1.0,5206.789473684211,0.25159000000000004,0.6611101447399105
2021-01-12,1435.4166666666667,0.6666666666666666,594.25,0.13401666666666667,0.6898345670122573
2021-01-14,2139.625,0.75,1124.875,0.16569,0.7077374726076118
2021-01-16,2400.65,0.9,2400.15,0.057423333333333326,0.7506329565704206
