Created,GME,NLTK_Compound,Blob Score
2020-12-22,19.43,0.08706377192982456,0.6482100488694554
2020-12-23,20.58,0.13231014492753618,0.6383355278121244
2020-12-24,20.2,0.011224137931034488,0.6906772470653443
2020-12-28,20.98,0.006084615384615378,0.6885573704014211
2020-12-29,19.37,0.117376,0.7070407636866126
2020-12-30,19.26,0.04405833333333334,0.6740447330331749
2020-12-31,18.81,0.13514142857142852,0.7074700669320979
2021-01-04,17.24,0.12112589743589747,0.7009521991959395
2021-01-05,17.36,0.08700425531914892,0.6581321183919207
2021-01-06,18.39,0.16474763440860213,0.6955497702759019
2021-01-07,18.12,0.023384210526315792,0.738900341718965
2021-01-08,17.6899,0.12286541666666666,0.7058679910821464
2021-01-11,19.93,0.05918125,0.6690708560060449
2021-01-12,19.94,0.08227254901960782,0.7378996733462078
2021-01-13,31.44,0.1177013468013468,0.6746524609359861
2021-01-14,39.9184,0.08767818273092372,0.7141122948358447
2021-01-15,35.49,0.10995125000000004,0.6719716667378393
2021-01-19,39.51,0.08250505050505051,0.6817087688867448
2021-01-20,39.12,0.08318075313807533,0.6925876885490947
2021-01-21,43.02,0.025596551724137957,0.6815665801271189
2021-01-22,64.85,0.10259281767955797,0.6744787781133745
