Created,TSLA,NLTK_Compound,Blob Score
2020-06-19,1000.57,0.07925,0.7573689775969316
2020-06-22,994.54,-0.07400000000000001,0.7245595479243877
2020-06-23,1001.66,0.2553,0.7111134985476886
2020-06-24,960.85,0.29295,0.7925194019345576
2020-06-25,985.98,0.15848333333333334,0.5979490767016429
2020-06-30,1079.0,0.0838923076923077,0.6544615270715745
2020-07-01,1119.54,0.047781818181818175,0.6595755061714823
2020-07-02,1208.8,0.0877258064516129,0.6751649194467317
2020-07-06,1371.0,0.02810238095238095,0.6723439364318867
2020-07-07,1389.69,0.10239310344827587,0.6763745178743792
2020-07-08,1365.8054,0.022919230769230768,0.6735718004685833
2020-07-09,1393.81,0.144455,0.6637518147081026
2020-07-10,1546.01,0.09399459459459457,0.6858510460552576
2020-07-13,1494.1,0.117192,0.6756001127002358
2020-07-14,1516.385,0.04795666666666667,0.6983584388238772
2020-07-15,1546.875,-0.1040909090909091,0.7329849612121904
2020-07-16,1500.82,-0.07571052631578946,0.6476497691751529
2020-07-17,1500.45,0.14962,0.6158328460859532
2020-07-20,1642.47,0.03292666666666667,0.6294283663097169
2020-07-21,1567.58,0.034357142857142864,0.6322466311378395
2020-07-22,1590.58,0.024171875,0.6513121603371387
2020-07-23,1513.68,0.13431818181818184,0.650349774389813
2020-07-24,1415.56,0.10563333333333334,0.7049877691714428
2020-07-27,1539.91,-0.07738333333333335,0.6199647820426931
2020-07-28,1475.35,0.12480909090909093,0.6619287677304735
2020-07-29,1499.99,-0.0032666666666666586,0.6126971734369201
2020-07-30,1487.42,0.05168888888888889,0.6661056931116192
2020-07-31,1432.0,-0.131675,0.5943934696194131
2020-08-03,1484.98,0.009987499999999995,0.7193609063394569
2020-08-04,1486.25,0.15626250000000005,0.6778305138082176
2020-08-05,1485.18,0.04873333333333333,0.5691896469272274
2020-08-06,1489.69,0.009866666666666656,0.7264233375911106
2020-08-07,1453.1,0.12702,0.634314567623947
2020-08-10,1419.0,0.11333333333333336,0.7073385015901014
2020-08-11,1374.0,0.014099999999999996,0.713084967771458
2020-08-12,1554.4229999999998,0.09500499999999999,0.6601884042010301
2020-08-13,1620.71,-0.07139090909090909,0.7052399127374401
2020-08-14,1651.5,0.1013888888888889,0.6659067447506252
2020-08-17,1835.86,0.11673571428571428,0.7001120026460954
2020-08-18,1888.11,0.021313793103448272,0.6681652877178637
2020-08-19,1879.0,-0.005390000000000001,0.6697303116470199
2020-08-20,2001.3,0.04794901960784313,0.6436434938639525
2020-08-21,2050.0,0.20685853658536585,0.6748311524310439
2020-08-24,2015.695,0.0016000000000000042,0.6139959766862574
2020-08-25,2024.09,-0.03105833333333333,0.6695451521216946
2020-08-26,2151.93,0.20873333333333333,0.6768413937793446
2020-08-27,2239.76,-0.04825625,0.7159152031747279
2020-08-28,2213.52,0.02426,0.6313432955774019
2020-08-31,498.51,0.03418085106382979,0.6698632367795365
2020-09-01,475.04,-0.000864516129032256,0.6697374618736925
2020-09-02,447.245,0.09684918032786886,0.6419133640534685
2020-09-03,407.0,0.04115000000000001,0.630011632938584
2020-09-04,417.9307,0.09433559322033898,0.6513875194674232
2020-09-08,330.02,0.002765517241379317,0.6827938427467825
2020-09-09,366.21,-0.028768292682926824,0.6647255214701209
2020-09-10,370.5,0.04039166666666666,0.6631827419269364
2020-09-11,372.4101,-0.047000000000000014,0.6600359413467266
2020-09-14,419.765,-0.019448148148148145,0.6023577596298133
2020-09-15,449.38,0.018673529411764717,0.6704886352548206
2020-09-16,441.76,-0.015320588235294115,0.6792838711068683
2020-09-17,423.43,-0.043304,0.6583337636309673
2020-09-18,440.9701,0.09929500000000001,0.6811959781205459
2020-09-21,449.41,0.08488529411764707,0.6562280268458075
2020-09-22,423.974,0.09863959459459459,0.6956631935645253
2020-09-23,380.3885,0.02198,0.6529715725626261
2020-09-24,387.63,0.00032727272727273165,0.7138864476097361
2020-09-25,407.18,0.049181666666666665,0.7182841769603241
2020-09-28,421.0602,0.12599999999999995,0.6224247988230653
2020-09-29,418.99,0.008555555555555558,0.5892404784965101
2020-09-30,428.97,0.055270555555555545,0.6716899202927803
2020-10-01,447.81,-0.008088888888888887,0.6421769288912845
2020-10-02,415.2699,-0.09726666666666664,0.7126178565940335
2020-10-05,425.5,0.09253166666666666,0.7320422903762756
2020-10-06,413.7001,-0.034542857142857146,0.6711107519646065
2020-10-07,425.19,0.2295,0.6044240644942446
2020-10-08,425.92,0.08797142857142859,0.6866841770596167
2020-10-09,433.96,0.11039,0.741887506366729
2020-10-12,442.0,0.09634444444444444,0.6477065685525978
2020-10-13,446.65,-0.1848857142857143,0.5736314091110942
2020-10-14,461.47,0.18109166666666665,0.6695925739439071
2020-10-15,448.88,0.05995555555555555,0.6251699093680451
2020-10-16,439.91,0.0711,0.6667984077436143
2020-10-19,430.83,0.1738,0.6204522830988797
2020-10-20,421.97,0.03193549019607843,0.6653330455489335
2020-10-21,422.5,0.04943125000000001,0.6036239068060057
2020-10-22,425.9,-0.1449466666666667,0.6560848983080075
2020-10-23,420.615,0.061588235294117666,0.6878042443406048
2020-10-26,420.28,-0.10015714285714283,0.7590259194194893
2020-10-27,424.471,0.2700666666666667,0.7841102706936645
2020-10-28,406.0,0.30374285714285715,0.5903474840839557
2020-10-29,410.64,0.05358214285714283,0.6891731183144769
2020-10-30,388.04,0.094425,0.6102865345945954
2020-11-02,400.51,0.0051600000000000005,0.6478865375269307
2020-11-03,423.74,-0.05103333333333334,0.6122255724270929
2020-11-04,420.91,0.2427866666666667,0.6996613278720539
2020-11-05,438.09,0.6369,0.8072775829248279
2020-11-06,429.92,0.0592,0.6518822978281983
2020-11-09,421.39,0.008178333333333336,0.6414278647010344
2020-11-10,410.41,0.10531250000000003,0.6826362271086206
2020-11-11,417.13,-0.052366666666666666,0.6891828619828813
2020-11-12,411.73,0.05613047619047619,0.6610302377546269
2020-11-13,406.78,-0.07077499999999999,0.6492805091644024
2020-11-16,408.09,0.17035555555555554,0.6811113413562837
2020-11-17,441.57,0.1204441666666667,0.6922137401183793
2020-11-18,486.64,0.10919230769230767,0.6775367129740237
2020-11-19,499.16,0.10105806451612903,0.6878958080390231
2020-11-20,489.44,0.12204757575757574,0.7212133664166656
2020-11-23,521.67,0.21458333333333326,0.6819362987276919
2020-11-24,555.86,0.09600769230769234,0.657327064030838
2020-11-25,574.0,0.15519799999999997,0.6894496098683747
2020-11-27,585.75,0.076759375,0.660338487124177
2020-11-30,566.48,0.10868384615384616,0.6543361965325741
2020-12-01,585.19,0.01805454545454545,0.7426590216018149
2020-12-02,568.8,0.04672727272727273,0.6953621920438161
2020-12-03,593.28,0.10014166666666666,0.7016460459992245
2020-12-04,599.0,0.06539333333333333,0.6564459054776152
2020-12-07,642.0,0.11007619047619048,0.755338031821972
2020-12-08,649.88,0.12512948717948716,0.6862352882458436
2020-12-09,604.17,-0.04935769230769232,0.6736784204108723
2020-12-10,627.33,0.05496029411764705,0.6843980396436444
2020-12-11,610.0,-0.2771571428571429,0.6343263010198543
2020-12-14,639.79,0.13635,0.6960147893729935
2020-12-15,632.48,0.13099261904761905,0.7344028238947871
2020-12-16,622.67,0.060812499999999985,0.6552918112636343
2020-12-17,655.725,0.021772222222222224,0.7071769426597455
2020-12-18,664.99,0.12680706896551724,0.7162703405110947
2020-12-21,649.78,0.14650000000000002,0.6797239081955614
2020-12-22,640.09,0.020798333333333342,0.6251746737056053
2020-12-23,645.98,0.00993333333333333,0.6082638771835559
2020-12-24,661.66,0.01881111111111113,0.7384321907656279
2020-12-28,663.77,0.04093333333333333,0.6930253085046267
2020-12-29,665.98,0.025628571428571414,0.8197722545341309
2020-12-30,694.71,0.05979916666666667,0.6858878550152587
2020-12-31,705.21,0.10248333333333333,0.6844976479787189
2021-01-04,729.75,0.048460833333333335,0.6809702134401316
2021-01-05,735.055,0.12251666666666665,0.7520505580169141
2021-01-06,756.46,0.18363487179487178,0.7275662093758435
2021-01-07,816.24,0.19831379310344827,0.7129560183295581
2021-01-08,880.03,0.14868293650793651,0.6920675109057752
2021-01-11,811.18,0.07893421052631579,0.6926808055200925
2021-01-12,849.22,0.1405554761904762,0.6778130822049269
2021-01-13,854.42,0.17839655172413796,0.6619038565037418
2021-01-14,844.21,0.11016378787878789,0.7077024668364653
2021-01-15,826.16,0.07803913043478261,0.7200245906028854
2021-01-19,844.5,0.01813333333333333,0.6832487393521172
2021-01-20,850.65,0.13584285714285715,0.7024924091536181
2021-01-21,844.97,0.18441538461538465,0.7503537511645855
2021-01-22,846.5,0.1175142857142857,0.6352070038180126
