,NLTK_Compound,Blob Score,GME
2020-12-22,1.2538032519427489,7.782560609512881,19.43
2020-12-23,1.5686951671562082,7.568231884648074,20.58
2020-12-24,0.13307559248424713,8.18880562884692,20.2
2020-12-28,0.07214039976358598,8.16367195312247,20.98
2020-12-29,1.3916330001827912,8.38281470846453,19.37
2020-12-30,0.5164559491545323,7.639774792817413,19.26
2020-12-31,1.6022634243102973,8.387904612392955,18.81
2021-01-04,0.42332704033204216,7.824874139729879,17.24
2021-01-05,1.0315396065503748,7.802944166051019,17.36
2021-01-06,1.4220552372303548,7.809268315467078,18.39
2021-01-07,0.27724781089526696,8.760548147683112,18.12
2021-01-08,1.5660554449942443,8.364785478174898,17.6899
2021-01-11,0.7016645693503596,7.9326359961027855,19.93
2021-01-12,0.45719588595615734,8.42477114690174,19.94
2021-01-13,1.3954903760113944,7.998812604732225,31.44
2021-01-14,1.5075119002749764,8.025069659314942,39.9184
2021-01-15,1.303603700171655,7.967028580120382,35.49
2021-01-19,0.9781961471218661,8.082473583158206,39.51
2021-01-20,0.9862074107739562,8.21145619977884,39.12
2021-01-21,0.30347776436576557,8.080787765187322,43.02
2021-01-22,1.2163606756458676,7.996753386940589,64.85
